Dates,method1_strategy_return,method1_nav,benchmark_strategy_return,benchmark_nav,spxt_level,luattruu_level,spxt_return,luattruu_return,method1_gross_leverage,method1_active_signals
2024-04-22,-0.0074160563000793,230531079.86142227,0.0052877987810177,458318628.02171504,10895.47,2208.09,0.0087314695828966,0.0001222925781994,0.5,2.0
2024-04-23,-0.0001539319826692,230495593.7552323,0.0076044557414508,461803891.7439887,11026.06,2210.37,0.011985715164192,0.0010325666073391,0.5,2.0
2024-04-24,-0.0012777079810901,230201087.69548512,-0.0007072690847267,461477272.12815166,11028.46,2205.74,0.000217666147291,-0.0020946719327533,0.5,2.0
2024-04-25,0.0025721779841306,230793205.86517835,-0.0039131226936256,459671454.94199455,10978.2,2199.24,-0.0045572999312686,-0.0029468568371612,0.5,2.0
2024-04-26,0.0003434388278451,230872469.2132753,0.0068647749019373,462826996.0090173,11090.46,2203.25,0.0102257200633981,0.0018233571597461,0.5,2.0
2024-04-29,0.0008673121250316,231072707.70515996,0.0031125101368936,464267549.72572345,11126.28,2209.72,0.0032298029116917,0.0029365709746964,0.5,2.0
2024-04-30,-0.0094070600167166,228898992.8755523,-0.0106656514503843,459315833.8606249,10951.66,2202.82,-0.0156943740405598,-0.0031225675651211,0.5,2.0
2024-05-01,0.0008346903085141,229090052.64653417,-0.0008042829613969,458946413.96155095,10914.11,2209.72,-0.0034287039590344,0.0031323485350593,0.5,2.0
2024-05-02,-0.0009247183297133,228878208.87569693,0.0067119703967463,462026848.70575386,11013.91,2216.49,0.009144126273237,0.0030637365820103,0.5,2.0
2024-05-03,0.0010063160143153,229108532.68261632,0.0092965401552539,466322099.85755235,11152.76,2226.09,0.0126067854195286,0.0043311722588419,0.5,2.0
2024-05-06,0.0053782688694122,230340739.97165993,0.00662717214217,469412496.68700653,11268.23,2228.4,0.0103534909744313,0.0010376938937779,0.5,2.0
2024-05-07,-0.0010512771029989,230098588.0258399,0.0015412199578563,470135964.5953677,11283.96,2232.32,0.0013959601463584,0.0017591096751032,0.5,2.0
2024-05-08,-0.0017476267480941,229696461.57870725,-0.0007104424713906,469801960.03879094,11283.91,2228.37,-4.431068525545534e-06,-0.0017694595756881,0.5,2.0
2024-05-09,0.0050547573914194,230857521.4656551,0.0038802796195217,471624923.0095408,11343.55,2232.32,0.0052854019573003,0.0017725961128538,0.5,2.0
2024-05-10,0.0022873637384054,231385576.58899385,0.0002308633912175,471733803.9386495,11364.04,2227.56,0.0018063128385736,-0.0021323107798165,0.5,2.0
2024-05-13,-0.0013817583809103,231065857.6293202,0.0002767887933969,471864374.56904626,11361.46,2229.86,-0.0002270319358257,0.0010325198872309,0.5,2.0
2024-05-14,0.001980985997591,231523595.85780525,0.0039034890421598,473706291.9845621,11418.12,2234.94,0.0049870351169658,0.0022781699299507,0.5,2.0
2024-05-15,0.0048382968586893,232643775.7443565,0.0094260618743019,478171476.8030547,11554.04,2247.7,0.011903886103842,0.0057093255299918,0.5,2.0
2024-05-16,-3.766400604199305e-05,232635013.4477813,-0.0017184457407259,477349765.06540585,11532.36,2244.37,-0.0018763999432233,-0.0014815144369799,0.75,3.0
