date,w_stock,w_bond,w_trend,ret_dynamic_mv_3a,nav_dynamic_mv_3a
2002-03-08,0.6,0.4,0.0,0.0016837001185804111,98550317.5342506
2002-03-11,0.6,0.4,0.0,0.0019541491618504827,98742899.55466026
2002-03-12,0.6,0.4,0.0,-0.0011230026053675735,98632011.02119882
2002-03-13,0.6,0.4,0.0,-0.0049032820250062056,98148390.45446837
2002-03-14,0.6,0.4,0.0,-0.003353222809831258,97819277.03284822
2002-03-15,0.6,0.4,0.0,0.007931022116526387,98595083.88241835
2002-03-18,0.6,0.4,0.0,0.0007150739959092213,98665586.66302717
2002-03-19,0.6,0.4,0.0,0.0020160418967947622,98864500.61951165
2002-03-20,0.6,0.4,0.0,-0.01103522474981895,97773508.63539672
2002-03-21,0.6,0.4,0.0,0.0014808108991176462,97918292.71262899
2002-03-22,0.6,0.4,0.0,-0.0030131374748982196,97623251.4353785
2002-03-25,0.6,0.4,0.0,-0.008679947865374803,96775886.70247105
2002-03-26,0.6,0.4,0.0,0.0051658797294981355,97275819.29389156
2002-03-27,0.6,0.4,0.0,0.003488484788391055,97615164.50977659
2002-03-28,0.6,0.4,0.0,6.549008696810077e-05,97621557.33538975
2002-03-29,0.6,0.4,0.0,0.0,97621557.33538975
2002-04-01,0.6,0.4,0.0,-0.00041571050922166724,97580975.02807884
2002-04-02,0.6,0.4,0.0,-0.0031386299513405324,97274704.4571747
2002-04-03,0.6,0.4,0.0,-0.00441767709487797,96844976.22338322
2002-04-04,0.6,0.4,0.0,0.0007362509495215886,96916278.42908409
2002-04-05,0.6,0.4,0.0,-0.0005214890086218114,96865737.6551268
2002-04-08,0.6,0.4,0.0,0.0010611060121477056,96968522.47172378
2002-04-09,0.6,0.4,0.0,-0.003337585424770517,96644881.74446063
2002-04-10,0.6,0.4,0.0,0.006530356675892434,97276007.2931514
2002-04-11,0.6,0.4,0.0,-0.013541685420659389,95958726.20340978
2002-04-12,0.6,0.4,0.0,0.004900190993113629,96428942.2892624
2002-04-15,0.6,0.4,0.0,-0.0037252568037233983,96069719.71592347
2002-04-16,0.6,0.4,0.0,0.013234619977397343,97341165.9476988
2002-04-17,0.6,0.4,0.0,-0.0023113769198578995,97116173.82337523
2002-04-18,0.6,0.4,0.0,-0.0004008332407811287,97077246.43268934
2002-04-19,0.6,0.4,0.0,0.0007702584929330848,97152021.00622468
